SAMPID	SMTSD	IndidualID
GTEX-1LH75-1726-SM-DHXKZ	Vagina	1LH75
GTEX-1LH75-1926-SM-DIPGD	Small Intestine - Terminal Ileum	1LH75
GTEX-1LH75-2026-SM-EVR5E	Esophagus - Gastroesophageal Junction	1LH75
GTEX-1LH75-2126-SM-EVR5F	Colon - Transverse	1LH75
GTEX-1LH75-2326-SM-E6CIV	Nerve - Tibial	1LH75
GTEX-1LH75-2426-SM-E9TJE	Skin - Sun Exposed (Lower leg)	1LH75
GTEX-1LH75-2526-SM-E9U5A	Adipose - Subcutaneous	1LH75
GTEX-1LH75-2626-SM-E9TKL	Muscle - Skeletal	1LH75
GTEX-1LH75-3026-SM-EV7A8	Pituitary	1LH75
GTEX-1LKK1-0005-SM-CXZIT	Whole Blood	1LKK1
GTEX-1LKK1-0011-R11a-SM-EXOIG	Brain - Cerebellar Hemisphere	1LKK1
GTEX-1LKK1-1126-SM-DKPQD	Artery - Aorta	1LKK1
GTEX-1LKK1-1526-SM-EVYCO	Adipose - Visceral (Omentum)	1LKK1
GTEX-1LKK1-1626-SM-EVR4Y	Ovary	1LKK1
GTEX-1LKK1-2426-SM-DIPES	Colon - Sigmoid	1LKK1
GTEX-1LKK1-2626-SM-DKPQE	Skin - Not Sun Exposed (Suprapubic)	1LKK1
GTEX-1LKK1-2926-SM-EVR4Z	Minor Salivary Gland	1LKK1
GTEX-1LKK1-3026-SM-EAZ3W	Pituitary	1LKK1
GTEX-1LKK1-3126-SM-EWRNY	Brain - Cortex	1LKK1
GTEX-1LNCM-0005-SM-CXZIR	Whole Blood	1LNCM
GTEX-1LNCM-0226-SM-DIPF4	Breast - Mammary Tissue	1LNCM
GTEX-1LNCM-0326-SM-DIPF5	Artery - Aorta	1LNCM
GTEX-1LNCM-0426-SM-DHXK6	Spleen	1LNCM
GTEX-1LNCM-0626-SM-EV7AI	Esophagus - Mucosa	1LNCM
GTEX-1LNCM-0726-SM-DKPQ5	Esophagus - Muscularis	1LNCM
GTEX-1LNCM-0826-SM-DHXL6	Adrenal Gland	1LNCM
GTEX-1LNCM-0926-SM-DHXK5	Ovary	1LNCM
GTEX-1LNCM-1026-SM-E9U5D	Vagina	1LNCM
GTEX-1LNCM-1126-SM-E9U5E	Skin - Sun Exposed (Lower leg)	1LNCM
GTEX-1LNCM-1226-SM-E9U5C	Muscle - Skeletal	1LNCM
GTEX-1LSNL-0006-SM-CXZIV	Whole Blood	1LSNL
GTEX-1LSNL-0011-R2a-SM-EZ6MK	Brain - Substantia nigra	1LSNL
GTEX-1LSNL-0011-R7a-SM-EYYWI	Brain - Putamen (basal ganglia)	1LSNL
GTEX-1LSNL-0011-R9b-SM-EYYWK	Brain - Spinal cord (cervical c-1)	1LSNL
GTEX-1LSNL-0126-SM-EWRNR	Muscle - Skeletal	1LSNL
GTEX-1LSNL-0326-SM-EVYCH	Artery - Tibial	1LSNL
GTEX-1LSNL-0426-SM-DIPFH	Nerve - Tibial	1LSNL
GTEX-1LSNL-0526-SM-DIPFI	Adipose - Subcutaneous	1LSNL
GTEX-1LSNL-0626-SM-DIPFJ	Heart - Atrial Appendage	1LSNL
GTEX-1LSNL-1426-SM-E6CJ9	Adipose - Visceral (Omentum)	1LSNL
GTEX-1LSNL-1626-SM-E9TJY	Colon - Sigmoid	1LSNL
GTEX-1LSNL-2226-SM-DHXKM	Esophagus - Mucosa	1LSNL
GTEX-1LSNL-2326-SM-DHXKN	Prostate	1LSNL
GTEX-1LSNL-2426-SM-DHXKO	Testis	1LSNL
GTEX-1LSNL-2626-SM-EV7AT	Minor Salivary Gland	1LSNL
GTEX-1LSNL-2726-SM-E9TKJ	Skin - Not Sun Exposed (Suprapubic)	1LSNL
GTEX-1LSNL-2826-SM-E9U5L	Breast - Mammary Tissue	1LSNL
GTEX-1LSNM-0005-SM-CXZIW	Whole Blood	1LSNM
GTEX-1LSNM-0126-SM-EAZ57	Spleen	1LSNM
GTEX-1LSNM-0426-SM-E9TIZ	Heart - Atrial Appendage	1LSNM
GTEX-1LSNM-0526-SM-DIPG6	Heart - Left Ventricle	1LSNM
GTEX-1LSNM-0626-SM-DIPG7	Adipose - Visceral (Omentum)	1LSNM
GTEX-1LSNM-0726-SM-DHXL1	Pancreas	1LSNM
GTEX-1LSNM-0826-SM-DIPG8	Skin - Not Sun Exposed (Suprapubic)	1LSNM
GTEX-1LSNM-1026-SM-DHXL2	Stomach	1LSNM
GTEX-1LSNM-1326-SM-E9TJ1	Breast - Mammary Tissue	1LSNM
GTEX-1LSNM-1426-SM-E6CIH	Colon - Sigmoid	1LSNM
GTEX-1LSNM-1926-SM-E6CII	Skin - Sun Exposed (Lower leg)	1LSNM
GTEX-1LSNM-2026-SM-E6CIJ	Adipose - Subcutaneous	1LSNM
GTEX-1LSNM-2126-SM-E6CIK	Artery - Tibial	1LSNM
GTEX-1LSNM-2326-SM-EWRO8	Muscle - Skeletal	1LSNM
GTEX-1LSVX-0005-SM-DKPPI	Whole Blood	1LSVX
GTEX-1LSVX-0011-R11b-SM-EXOIA	Brain - Cerebellar Hemisphere	1LSVX
GTEX-1LSVX-0011-R4b-SM-EXURP	Brain - Amygdala	1LSVX
GTEX-1LSVX-0126-SM-EVYCY	Adipose - Subcutaneous	1LSVX
GTEX-1LSVX-0626-SM-E9U59	Lung	1LSVX
GTEX-1LSVX-0726-SM-E9TJG	Thyroid	1LSVX
GTEX-1LSVX-1026-SM-EWRO9	Esophagus - Gastroesophageal Junction	1LSVX
GTEX-1LSVX-1226-SM-DHXJN	Esophagus - Mucosa	1LSVX
GTEX-1LSVX-1326-SM-DIPET	Adipose - Visceral (Omentum)	1LSVX
GTEX-1LSVX-1426-SM-DHXJO	Spleen	1LSVX
GTEX-1LSVX-1726-SM-DHXJP	Colon - Transverse	1LSVX
GTEX-1LSVX-2026-SM-E9TJD	Colon - Sigmoid	1LSVX
GTEX-1LSVX-2126-SM-EV7A9	Testis	1LSVX
GTEX-1LSVX-2426-SM-E6CJX	Breast - Mammary Tissue	1LSVX
GTEX-1LSVX-2526-SM-DIPEU	Skin - Not Sun Exposed (Suprapubic)	1LSVX
GTEX-1LSVX-2626-SM-DHXJQ	Pituitary	1LSVX
GTEX-1LSVX-2826-SM-EVR58	Brain - Cerebellum	1LSVX
GTEX-1LVA9-0006-SM-DKPPN	Whole Blood	1LVA9
GTEX-1LVA9-0011-R2a-SM-EZ6MJ	Brain - Substantia nigra	1LVA9
GTEX-1LVA9-0011-R6a-SM-EYYWH	Brain - Nucleus accumbens (basal ganglia)	1LVA9
GTEX-1LVA9-0011-R7a-SM-EYYWG	Brain - Putamen (basal ganglia)	1LVA9
GTEX-1LVA9-0011-R9a-SM-EYYWF	Brain - Spinal cord (cervical c-1)	1LVA9
GTEX-1LVA9-0226-SM-E9U5N	Adipose - Subcutaneous	1LVA9
GTEX-1LVA9-0326-SM-DLHBU	Muscle - Skeletal	1LVA9
GTEX-1LVA9-0526-SM-E9U6W	Artery - Tibial	1LVA9
GTEX-1LVA9-0926-SM-EVR5G	Heart - Left Ventricle	1LVA9
GTEX-1LVA9-2126-SM-DLHBY	Esophagus - Mucosa	1LVA9
GTEX-1LVA9-2426-SM-EWROM	Esophagus - Gastroesophageal Junction	1LVA9
GTEX-1LVA9-2526-SM-EVR5H	Minor Salivary Gland	1LVA9
GTEX-1LVA9-2626-SM-EVYD4	Skin - Not Sun Exposed (Suprapubic)	1LVA9
GTEX-1LVA9-2826-SM-EAZ5D	Testis	1LVA9
GTEX-1LVAM-0005-SM-CXZJ4	Whole Blood	1LVAM
GTEX-1LVAM-0326-SM-DIPFL	Muscle - Skeletal	1LVAM
GTEX-1LVAM-0426-SM-DIPFM	Nerve - Tibial	1LVAM
GTEX-1LVAM-0726-SM-E6CIL	Skin - Not Sun Exposed (Suprapubic)	1LVAM
GTEX-1LVAM-0826-SM-EV79X	Thyroid	1LVAM
GTEX-1LVAM-0926-SM-E9TJ2	Breast - Mammary Tissue	1LVAM
GTEX-1LVAM-1026-SM-DIPFK	Adipose - Visceral (Omentum)	1LVAM
GTEX-1LVAM-1126-SM-DHXKP	Esophagus - Mucosa	1LVAM
GTEX-1LVAM-1426-SM-E9TJ4	Stomach	1LVAM
GTEX-1LVAM-1626-SM-EV79Y	Colon - Transverse	1LVAM
GTEX-1LVAM-1726-SM-DHXKQ	Colon - Sigmoid	1LVAM
GTEX-1LVAM-1826-SM-DHXKR	Ovary	1LVAM
GTEX-1LVAM-1926-SM-E6CIM	Vagina	1LVAM
GTEX-1LVAN-0005-SM-DKPPM	Whole Blood	1LVAN
GTEX-1LVAN-0126-SM-COH4H	Adipose - Subcutaneous	1LVAN
GTEX-1LVAN-0226-SM-COH3S	Skin - Sun Exposed (Lower leg)	1LVAN
GTEX-1LVAN-0426-SM-CNPPD	Artery - Tibial	1LVAN
GTEX-1LVAN-0526-SM-CNNQ1	Muscle - Skeletal	1LVAN
GTEX-1LVAN-0626-SM-CNPOQ	Skin - Not Sun Exposed (Suprapubic)	1LVAN
GTEX-1LVAN-0726-SM-CNNPF	Thyroid	1LVAN
GTEX-1LVAN-0826-SM-CNNPG	Adrenal Gland	1LVAN
GTEX-1LVAN-0926-SM-CNNQ2	Adipose - Visceral (Omentum)	1LVAN
GTEX-1LVAN-1026-SM-CNNQZ	Spleen	1LVAN
GTEX-1LVAN-1126-SM-CNNRE	Lung	1LVAN
GTEX-1LVAN-1226-SM-CNNQY	Pancreas	1LVAN
GTEX-1LVAN-1326-SM-CNPQE	Breast - Mammary Tissue	1LVAN
GTEX-1LVAN-1426-SM-COH3X	Artery - Aorta	1LVAN
GTEX-1LVAN-1526-SM-CNPQN	Heart - Atrial Appendage	1LVAN
GTEX-1LVAN-1626-SM-CNPQ7	Vagina	1LVAN
GTEX-1LVAN-1726-SM-CNNR1	Heart - Left Ventricle	1LVAN
GTEX-1LVAN-1826-SM-CNPOP	Artery - Coronary	1LVAN
GTEX-1LVAN-2126-SM-CNPQ8	Esophagus - Gastroesophageal Junction	1LVAN
GTEX-1LVAN-2326-SM-CNNPY	Esophagus - Mucosa	1LVAN
GTEX-1LVAN-2426-SM-CNNPZ	Stomach	1LVAN
GTEX-1LVAN-2526-SM-CNPPC	Colon - Transverse	1LVAN
GTEX-1LVAN-2626-SM-CNPQF	Colon - Sigmoid	1LVAN
GTEX-1LVAN-2726-SM-CNPQG	Ovary	1LVAN
GTEX-1LVAO-0006-SM-CXZIU	Whole Blood	1LVAO
GTEX-1LVAO-0011-R11b-SM-EXOI8	Brain - Cerebellar Hemisphere	1LVAO
GTEX-1LVAO-0011-R2a-SM-EYYX1	Brain - Substantia nigra	1LVAO
GTEX-1LVAO-0011-R3a-SM-EXOI7	Brain - Anterior cingulate cortex (BA24)	1LVAO
GTEX-1LVAO-0011-R4a-SM-EXURO	Brain - Amygdala	1LVAO
GTEX-1LVAO-0011-R6b-SM-EZ6MX	Brain - Nucleus accumbens (basal ganglia)	1LVAO
GTEX-1LVAO-0011-R7a-SM-EYYWZ	Brain - Putamen (basal ganglia)	1LVAO
GTEX-1LVAO-0011-R9a-SM-EZ6MY	Brain - Spinal cord (cervical c-1)	1LVAO
GTEX-1LVAO-0226-SM-E9U6O	Adipose - Subcutaneous	1LVAO
GTEX-1LVAO-0326-SM-E6CIW	Nerve - Tibial	1LVAO
GTEX-1LVAO-0426-SM-EVYCI	Artery - Tibial	1LVAO
GTEX-1LVAO-0526-SM-EWRNS	Muscle - Skeletal	1LVAO
GTEX-1LVAO-0626-SM-EWRNT	Heart - Atrial Appendage	1LVAO
GTEX-1LVAO-0826-SM-E6CIU	Artery - Aorta	1LVAO
GTEX-1LVAO-1226-SM-DIPGB	Lung	1LVAO
GTEX-1LVAO-2126-SM-DIPGA	Adipose - Visceral (Omentum)	1LVAO
GTEX-1LVAO-2626-SM-EVR4S	Minor Salivary Gland	1LVAO
GTEX-1LVAO-2726-SM-E9TJ8	Skin - Not Sun Exposed (Suprapubic)	1LVAO
GTEX-1LVAO-2826-SM-E9TJH	Colon - Sigmoid	1LVAO
GTEX-1M4P7-0005-SM-CXZIS	Whole Blood	1M4P7
GTEX-1M4P7-0011-R11b-SM-EXOIK	Brain - Cerebellar Hemisphere	1M4P7
GTEX-1M4P7-0126-SM-DKPQF	Muscle - Skeletal	1M4P7
GTEX-1M4P7-0226-SM-DIPEV	Skin - Sun Exposed (Lower leg)	1M4P7
GTEX-1M4P7-0426-SM-DKPQG	Artery - Tibial	1M4P7
GTEX-1M4P7-0526-SM-EVYCP	Nerve - Tibial	1M4P7
GTEX-1M4P7-0626-SM-EVR51	Thyroid	1M4P7
GTEX-1M4P7-0726-SM-E6CJ3	Skin - Not Sun Exposed (Suprapubic)	1M4P7
GTEX-1M4P7-0826-SM-E9TJR	Lung	1M4P7
GTEX-1M4P7-2626-SM-E9U5F	Breast - Mammary Tissue	1M4P7
GTEX-1M4P7-2726-SM-E9TJQ	Brain - Cortex	1M4P7
GTEX-1M5QR-0005-SM-DKPPP	Whole Blood	1M5QR
GTEX-1M5QR-0526-SM-EV7AW	Esophagus - Gastroesophageal Junction	1M5QR
GTEX-1M5QR-0626-SM-EWROA	Esophagus - Muscularis	1M5QR
GTEX-1M5QR-0726-SM-DHXK7	Esophagus - Mucosa	1M5QR
GTEX-1M5QR-0926-SM-DHXK8	Pancreas	1M5QR
GTEX-1M5QR-1026-SM-DHXK9	Heart - Left Ventricle	1M5QR
GTEX-1M5QR-1126-SM-EYYWM	Artery - Coronary	1M5QR
GTEX-1M5QR-1226-SM-EWROB	Skin - Sun Exposed (Lower leg)	1M5QR
GTEX-1M5QR-1326-SM-EWROC	Muscle - Skeletal	1M5QR
GTEX-1M5QR-1626-SM-E9U5O	Heart - Atrial Appendage	1M5QR
GTEX-1M5QR-1726-SM-EV7AU	Adrenal Gland	1M5QR
GTEX-1M5QR-2026-SM-DKPQL	Artery - Tibial	1M5QR
GTEX-1M5QR-2126-SM-DKPQM	Adipose - Subcutaneous	1M5QR
GTEX-1M5QR-2526-SM-E9U5P	Breast - Mammary Tissue	1M5QR
GTEX-1M5QR-2626-SM-EV7AV	Testis	1M5QR
GTEX-1MA7W-0006-SM-DKPPR	Whole Blood	1MA7W
GTEX-1MA7W-0426-SM-E9TJ5	Esophagus - Mucosa	1MA7W
GTEX-1MA7W-0526-SM-E6CIN	Adipose - Visceral (Omentum)	1MA7W
GTEX-1MA7W-0626-SM-EV79Z	Colon - Transverse	1MA7W
GTEX-1MA7W-0926-SM-DIPFN	Esophagus - Gastroesophageal Junction	1MA7W
GTEX-1MA7W-1026-SM-DKPQK	Breast - Mammary Tissue	1MA7W
GTEX-1MA7W-1426-SM-EV7A1	Ovary	1MA7W
GTEX-1MA7W-1526-SM-DHXKS	Uterus	1MA7W
GTEX-1MA7W-1626-SM-DIPFO	Nerve - Tibial	1MA7W
GTEX-1MA7W-1826-SM-DIPFP	Muscle - Skeletal	1MA7W
GTEX-1MA7W-1926-SM-E6CIO	Adipose - Subcutaneous	1MA7W
GTEX-1MA7W-2026-SM-E9TJ6	Skin - Sun Exposed (Lower leg)	1MA7W
GTEX-1MA7X-0006-SM-CXZJ6	Whole Blood	1MA7X
GTEX-1MA7X-0011-R2b-SM-EZ6MT	Brain - Substantia nigra	1MA7X
GTEX-1MA7X-0011-R6a-SM-EYYWR	Brain - Nucleus accumbens (basal ganglia)	1MA7X
GTEX-1MA7X-0011-R7b-SM-EYYWS	Brain - Putamen (basal ganglia)	1MA7X
GTEX-1MA7X-0626-SM-E9TJI	Lung	1MA7X
GTEX-1MA7X-0726-SM-EV7AB	Esophagus - Mucosa	1MA7X
GTEX-1MA7X-0826-SM-DIPGC	Esophagus - Muscularis	1MA7X
GTEX-1MA7X-0926-SM-DIPEJ	Thyroid	1MA7X
GTEX-1MA7X-1026-SM-DKPQ8	Adipose - Visceral (Omentum)	1MA7X
GTEX-1MA7X-1526-SM-DHXJF	Testis	1MA7X
GTEX-1MA7X-1626-SM-E9U5B	Breast - Mammary Tissue	1MA7X
GTEX-1MA7X-2126-SM-E6CIX	Adipose - Subcutaneous	1MA7X
GTEX-1MA7X-2226-SM-E6CIY	Skin - Sun Exposed (Lower leg)	1MA7X
GTEX-1MA7X-2326-SM-EV7AA	Pituitary	1MA7X
GTEX-1MCC2-0006-SM-DKPPJ	Whole Blood	1MCC2
GTEX-1MCC2-0226-SM-EVYD5	Heart - Atrial Appendage	1MCC2
GTEX-1MCC2-0326-SM-EV7AK	Heart - Left Ventricle	1MCC2
GTEX-1MCC2-0426-SM-DKPQH	Artery - Aorta	1MCC2
GTEX-1MCC2-0526-SM-DHXJS	Thyroid	1MCC2
GTEX-1MCC2-0626-SM-DKPQI	Adipose - Visceral (Omentum)	1MCC2
GTEX-1MCC2-0726-SM-EV7AL	Lung	1MCC2
GTEX-1MCC2-0826-SM-EV7AM	Spleen	1MCC2
GTEX-1MCC2-1026-SM-EVR5I	Ovary	1MCC2
GTEX-1MCC2-1126-SM-EVYD6	Vagina	1MCC2
GTEX-1MCC2-1626-SM-DIPEW	Colon - Transverse	1MCC2
GTEX-1MCC2-1826-SM-DIPEX	Skin - Not Sun Exposed (Suprapubic)	1MCC2
GTEX-1MCC2-1926-SM-DHXJR	Esophagus - Mucosa	1MCC2
GTEX-1MCC2-2026-SM-EVR5J	Esophagus - Muscularis	1MCC2
GTEX-1MCC2-2126-SM-EWRON	Breast - Mammary Tissue	1MCC2
GTEX-1MCC2-2226-SM-EV7AJ	Minor Salivary Gland	1MCC2
GTEX-1MCC2-2326-SM-E9U5G	Adipose - Subcutaneous	1MCC2
GTEX-1MCC2-2426-SM-E6CJ4	Nerve - Tibial	1MCC2
GTEX-1MCC2-2726-SM-EWRN3	Muscle - Skeletal	1MCC2
GTEX-1MCQQ-0005-SM-DKPPV	Whole Blood	1MCQQ
GTEX-1MCQQ-0011-R3a-SM-EXURW	Brain - Anterior cingulate cortex (BA24)	1MCQQ
GTEX-1MCQQ-0626-SM-E9U5Q	Muscle - Skeletal	1MCQQ
GTEX-1MCQQ-0826-SM-DLHC2	Skin - Sun Exposed (Lower leg)	1MCQQ
GTEX-1MCQQ-1026-SM-EV7AX	Esophagus - Mucosa	1MCQQ
GTEX-1MCQQ-1426-SM-E6CJA	Adipose - Visceral (Omentum)	1MCQQ
GTEX-1MCQQ-2226-SM-DLHC4	Minor Salivary Gland	1MCQQ
GTEX-1MCQQ-2326-SM-DLHBX	Testis	1MCQQ
GTEX-1MCQQ-2426-SM-DLHBZ	Pituitary	1MCQQ
GTEX-1MCYP-0005-SM-DKPPK	Whole Blood	1MCYP
GTEX-1MCYP-0126-SM-E6CIS	Breast - Mammary Tissue	1MCYP
GTEX-1MCYP-0226-SM-EV7A3	Spleen	1MCYP
GTEX-1MCYP-0426-SM-E6CIQ	Artery - Aorta	1MCYP
GTEX-1MCYP-0526-SM-E9U6Q	Skin - Not Sun Exposed (Suprapubic)	1MCYP
GTEX-1MCYP-1026-SM-DPRYB	Esophagus - Mucosa	1MCYP
GTEX-1MCYP-1126-SM-E9J2P	Stomach	1MCYP
GTEX-1MCYP-1226-SM-DTX8H	Uterus	1MCYP
GTEX-1MCYP-1326-SM-EV7AD	Vagina	1MCYP
GTEX-1MCYP-1826-SM-E9J2Q	Adipose - Subcutaneous	1MCYP
GTEX-1MCYP-1926-SM-E9J2R	Skin - Sun Exposed (Lower leg)	1MCYP
GTEX-1MCYP-2026-SM-DTXE4	Muscle - Skeletal	1MCYP
GTEX-1MCYP-2126-SM-E9J2S	Nerve - Tibial	1MCYP
GTEX-1MGNQ-0005-SM-CXZJ1	Whole Blood	1MGNQ
GTEX-1MGNQ-0126-SM-EVYCJ	Skin - Sun Exposed (Lower leg)	1MGNQ
GTEX-1MGNQ-0226-SM-EVYCK	Adipose - Subcutaneous	1MGNQ
GTEX-1MGNQ-0526-SM-E9J2W	Artery - Tibial	1MGNQ
GTEX-1MGNQ-0626-SM-E9J2X	Artery - Aorta	1MGNQ
GTEX-1MGNQ-0726-SM-DPRYH	Thyroid	1MGNQ
GTEX-1MGNQ-0826-SM-EVR41	Lung	1MGNQ
GTEX-1MGNQ-1126-SM-EAZ4Y	Spleen	1MGNQ
GTEX-1MGNQ-1226-SM-EV7BM	Pancreas	1MGNQ
GTEX-1MGNQ-1626-SM-EAZ4Z	Esophagus - Mucosa	1MGNQ
GTEX-1MGNQ-1726-SM-DTX8K	Esophagus - Muscularis	1MGNQ
GTEX-1MGNQ-1826-SM-DPRYI	Stomach	1MGNQ
GTEX-1MGNQ-1926-SM-DTX8L	Minor Salivary Gland	1MGNQ
GTEX-1MGNQ-2026-SM-EAZ51	Colon - Transverse	1MGNQ
GTEX-1MGNQ-2126-SM-EV7AC	Colon - Sigmoid	1MGNQ
GTEX-1MGNQ-2226-SM-EV7A2	Prostate	1MGNQ
GTEX-1MGNQ-2326-SM-EV7BG	Small Intestine - Terminal Ileum	1MGNQ
GTEX-1MJIX-0006-SM-DKPPU	Whole Blood	1MJIX
GTEX-1MJIX-0326-SM-EVR42	Heart - Left Ventricle	1MJIX
GTEX-1MJIX-0426-SM-DTXEN	Heart - Atrial Appendage	1MJIX
GTEX-1MJIX-0626-SM-DTX8V	Lung	1MJIX
GTEX-1MJIX-0726-SM-DPRYP	Liver	1MJIX
GTEX-1MJIX-0826-SM-DTXEO	Esophagus - Mucosa	1MJIX
GTEX-1MJIX-0926-SM-EV7AN	Esophagus - Muscularis	1MJIX
GTEX-1MJIX-1126-SM-EV7AO	Stomach	1MJIX
GTEX-1MJIX-1926-SM-E6CJE	Artery - Tibial	1MJIX
GTEX-1MJIX-2026-SM-E9J39	Nerve - Tibial	1MJIX
GTEX-1MJIX-2126-SM-E9J3A	Muscle - Skeletal	1MJIX
GTEX-1MJK2-0006-SM-CXZIN	Whole Blood	1MJK2
GTEX-1MJK2-0011-R6a-SM-EXUS3	Brain - Nucleus accumbens (basal ganglia)	1MJK2
GTEX-1MJK2-0011-R7a-SM-EXUS4	Brain - Putamen (basal ganglia)	1MJK2
GTEX-1MJK2-0011-R9b-SM-EZ6MZ	Brain - Spinal cord (cervical c-1)	1MJK2
GTEX-1MJK2-0126-SM-EVR52	Artery - Tibial	1MJK2
GTEX-1MJK2-0426-SM-DTXE5	Skin - Sun Exposed (Lower leg)	1MJK2
GTEX-1MJK2-0526-SM-DTXE6	Adipose - Subcutaneous	1MJK2
GTEX-1MJK2-0726-SM-DTXE7	Prostate	1MJK2
GTEX-1MJK2-0826-SM-DTXE8	Thyroid	1MJK2
GTEX-1MJK2-1126-SM-E9TJ7	Lung	1MJK2
GTEX-1MJK2-1326-SM-EV7A4	Testis	1MJK2
GTEX-1MJK2-1626-SM-EVYCQ	Heart - Atrial Appendage	1MJK2
GTEX-1MJK2-2226-SM-EVYCR	Breast - Mammary Tissue	1MJK2
GTEX-1MJK2-2526-SM-E9TJ3	Esophagus - Gastroesophageal Junction	1MJK2
GTEX-1MJK2-3026-SM-EV7A5	Brain - Cerebellum	1MJK2
GTEX-1MJK3-0006-SM-DKPP9	Whole Blood	1MJK3
GTEX-1MJK3-0126-SM-DPRYY	Spleen	1MJK3
GTEX-1MJK3-0326-SM-DTX96	Thyroid	1MJK3
GTEX-1MJK3-0626-SM-E6CJB	Adipose - Visceral (Omentum)	1MJK3
GTEX-1MJK3-0726-SM-E6CJC	Skin - Not Sun Exposed (Suprapubic)	1MJK3
GTEX-1MJK3-0926-SM-EV7AY	Colon - Transverse	1MJK3
GTEX-1MJK3-1126-SM-E9J3F	Breast - Mammary Tissue	1MJK3
GTEX-1MJK3-1326-SM-E6CJD	Esophagus - Muscularis	1MJK3
GTEX-1MJK3-1426-SM-E9TK1	Muscle - Skeletal	1MJK3
GTEX-1MJK3-1526-SM-E6CJZ	Nerve - Tibial	1MJK3
GTEX-1MUQO-0005-SM-DKPPT	Whole Blood	1MUQO
GTEX-1MUQO-0126-SM-EAZ58	Skin - Sun Exposed (Lower leg)	1MUQO
GTEX-1MUQO-0226-SM-E9TJL	Muscle - Skeletal	1MUQO
GTEX-1MUQO-0326-SM-E9J2Y	Nerve - Tibial	1MUQO
GTEX-1MUQO-0426-SM-E9J2Z	Artery - Tibial	1MUQO
GTEX-1MUQO-0526-SM-E9J31	Adipose - Subcutaneous	1MUQO
GTEX-1MUQO-0726-SM-E9TJM	Thyroid	1MUQO
GTEX-1MUQO-0826-SM-EVYCZ	Adipose - Visceral (Omentum)	1MUQO
GTEX-1MUQO-1226-SM-E9TJK	Heart - Left Ventricle	1MUQO
GTEX-1MUQO-1326-SM-EV7AE	Spleen	1MUQO
GTEX-1MUQO-1426-SM-DPRYJ	Pancreas	1MUQO
GTEX-1MUQO-1526-SM-DPRYK	Prostate	1MUQO
GTEX-1MUQO-1626-SM-DTXED	Esophagus - Muscularis	1MUQO
GTEX-1MUQO-1926-SM-EAZ59	Stomach	1MUQO
GTEX-1MUQO-2426-SM-EAZ5A	Small Intestine - Terminal Ileum	1MUQO
GTEX-1MUQO-2526-SM-E9TJN	Kidney - Cortex	1MUQO
GTEX-1MUQO-2626-SM-EWRO3	Colon - Transverse	1MUQO
GTEX-1N2DV-0226-SM-E6CJ6	Skin - Sun Exposed (Lower leg)	1N2DV
GTEX-1N2DV-0326-SM-E6CJ7	Nerve - Tibial	1N2DV
GTEX-1N2DV-0426-SM-E9J3B	Artery - Tibial	1N2DV
GTEX-1N2DV-0526-SM-DTX8W	Muscle - Skeletal	1N2DV
GTEX-1N2DV-0626-SM-E9U5H	Adipose - Visceral (Omentum)	1N2DV
GTEX-1N2DV-0926-SM-E9TJT	Stomach	1N2DV
GTEX-1N2DV-1426-SM-DPRYQ	Colon - Transverse	1N2DV
GTEX-1N2DV-1526-SM-DTXEP	Skin - Not Sun Exposed (Suprapubic)	1N2DV
GTEX-1N2DV-1726-SM-DPRYR	Pancreas	1N2DV
GTEX-1N2DV-1826-SM-E6CJ5	Colon - Sigmoid	1N2DV
GTEX-1N2DV-2026-SM-EV7BL	Esophagus - Mucosa	1N2DV
GTEX-1N2DW-0006-SM-DKPP4	Whole Blood	1N2DW
GTEX-1N2DW-0011-R11b-SM-EXOIL	Brain - Cerebellar Hemisphere	1N2DW
GTEX-1N2DW-0011-R4b-SM-EZ6MD	Brain - Amygdala	1N2DW
GTEX-1N2DW-0011-R5a-SM-EYYX3	Brain - Caudate (basal ganglia)	1N2DW
GTEX-1N2DW-0011-R6a-SM-EZ6MW	Brain - Nucleus accumbens (basal ganglia)	1N2DW
GTEX-1N2DW-0226-SM-E9TK2	Skin - Sun Exposed (Lower leg)	1N2DW
GTEX-1N2DW-0326-SM-E9TK3	Adipose - Subcutaneous	1N2DW
GTEX-1N2DW-0426-SM-E9TK4	Muscle - Skeletal	1N2DW
GTEX-1N2DW-0726-SM-DTX97	Adipose - Visceral (Omentum)	1N2DW
GTEX-1N2DW-1126-SM-EVR59	Lung	1N2DW
GTEX-1N2DW-1426-SM-EV7AZ	Esophagus - Mucosa	1N2DW
GTEX-1N2DW-1826-SM-EAZ54	Kidney - Cortex	1N2DW
GTEX-1N2DW-2826-SM-E9TK5	Brain - Cortex	1N2DW
GTEX-1N2EE-0005-SM-DKPP5	Whole Blood	1N2EE
GTEX-1N2EE-0011-R11b-SM-EXOIJ	Brain - Cerebellar Hemisphere	1N2EE
GTEX-1N2EE-0011-R3b-SM-EXURY	Brain - Anterior cingulate cortex (BA24)	1N2EE
GTEX-1N2EE-0011-R4a-SM-EXOII	Brain - Amygdala	1N2EE
GTEX-1N2EE-0226-SM-EYYX5	Artery - Tibial	1N2EE
GTEX-1N2EE-0626-SM-E76PW	Skin - Not Sun Exposed (Suprapubic)	1N2EE
GTEX-1N2EE-0826-SM-E6CRI	Testis	1N2EE
